Accident_Index,Vehicle_Type
201534NW16955,9
201534NW16955,9
201534NW16955,9
201534NW16955,9
201534NW17435,9
201534NW17435,21
201534NW17495,9
201534NW17745,9
201534NW18105,9
201534NW18275,9
201534NW19625,9
201534NW19625,3
201534NW19695,9
201534NW20075,9
201534NW20075,9
201534NW20095,9
201534NW20095,9
201534NW20205,9
201534NW20635,3
201534NW20635,9
201534NW20785,9
201534NW20785,1
201534NW21305,19
201534NW21305,9
201534NW21305,9
201534NW22135,9
201534NW22135,1
201534NW22445,9
201534NW22445,1
201534NW22475,9
201534NW22475,9
201534NW22475,9
201534NW22855,9
201534NW22855,9
201534NW23035,19
201534NW23035,5
201534NW23075,9
201534NW23075,9
201534NW23315,19
201534NW23315,9
201534NW23605,9
201534NW23605,19
201534NW23655,9
201534NW24205,9
201534NW24205,9
201534NW24215,9
201534NW24235,9
201534NW24845,9
201534NW24845,9
201534NW24855,9
201534NW24855,9
201534NW24855,9
201534NW25275,9
201534NW25275,1
201534NW25435,9
201534NW25515,9
201534NW25515,9
201534NW25515,9
201534NW25515,9
201534NW25515,9
201534NW25525,9
201534NW25525,9
201534NW25685,19
201534NW25685,1
201534NW25785,1
201534NW25785,5
201534NW26345,9
201534NW26345,1
201534NW26525,9
201534NW26585,9
201534NW26585,1
201534NW26605,19
201534NW27345,9
201534NW27345,1
201534NW27455,19
201534NW27455,9
201534NW27465,9
201534NW27465,1
201534NW27635,19
201534NW27635,1
201534NW27835,9
201534NW27835,9
201534NW28345,9
201534NW28345,3
201534NW28355,9
201534NW28355,9
201534NW28575,9
201534NW28575,22
201534NW29185,9
201534NW29185,19
201534NW29775,9
201534NW29775,17
201534NW29895,9
201534NW29895,9
201534NW29915,9
201534NW29915,3
201534NW29995,9
201534NW29995,9
201534NW30015,9
201534NW30265,9
201534NW30475,19
201534NW30475,3
201534NW30805,21
201534NW30805,9
201534NW30815,9
201534NW30815,9
201534NW30815,9
201534NW31035,9
201534NW31035,5
201534NW31265,9
201534NW31265,9
201534NW31325,9
201534NW31325,5
201534NW31335,9
201534NW31335,1
201534NW31875,9
201534NW31875,3
201534NW31915,9
201534NW31915,5
201534NW31915,9
201534NW32075,9
201534NW32465,11
201534NW32535,9
201534NW32535,9
201534NW32535,9
201534NW32555,9
201534NW32555,9
201534NW32865,9
201534NW33115,9
201534NW33115,9
201534NW33135,9
201534NW33135,19
201534NW33315,9
201534NW33315,1
201534NW33325,9
201534NW33325,1
201534NW33385,9
201534NW33385,9
201534NW33555,19
201534NW33555,9
201534NW33835,9
201534NW34025,9
201534NW34025,3
201534TC80025,9
201534TC80025,9
201534TC80145,9
201534TC80225,9
201534TC80225,9
201534TD80055,9
201534TD80085,9
201534TD80085,1
201534TD80155,19
201534TD80155,9
201534TD80155,9
201534TD80155,9
201534TD80205,5
201534TD80215,9
201534TD80215,21
201534TD80245,9
201534TD80245,9
201534TD80305,20
201534TD80305,9
201534TD80305,9
201534TD80305,9
201534TD80305,9
201534TD80305,9
201534TD80305,21
201534TD80305,21
201534TD80305,21
201534TD80305,21
201534TD80305,21
201534TE80175,4
201534TE80255,9
201534TE80255,9
201534TK80105,9
201534TK80105,9
201534TK80105,9
201534TK80125,9
201534TK80265,9
201534TK80265,21
201534TM00495,9
201534TM00495,20
201534TM01135,9
201534TM01135,9
201534TM01155,21
201534TM01155,21
201534TM01155,21
201534TM01155,9
201534TM01805,9
201534TM01805,9
201534TM01825,21
201534TM01825,9
201534TM03375,9
201534TM03385,20
201534TM03385,9
201534TM04015,20
201534TM04015,21
201534TM05325,9
201534TM05445,20
201534TM05445,9
201534TM07855,19
201534TM07855,9
201534TM09635,9
201534TM09635,9
201534TM11745,9
201534TM11745,9
201534TM11745,9
201534TM11755,9
201534TM11755,20
201534TM12975,21
201534TM12975,9
201534TM13535,19
201534TM13535,19
201534TM13535,9
201534TM14245,19
201534TM14245,21
201534TM14245,9
201534TM14245,9
201534TM14505,9
201534TM14505,9
201534TM14505,19
201534TM15315,20
201534TM15315,9
201534TM16665,21
201534TM16665,21
201534TM16665,19
201534TM16665,21
201534TM16785,21
201534TM16785,9
201534TM17875,9
201534TM17875,21
201534TM18515,9
201534TM19685,9
201534TM19685,21
201534TM20805,5
201534TM20805,9
201534TM22385,19
201534TM22385,9
201534TM22385,21
201534TM22385,9
201534TM22385,9
201534TM22845,9
201534TM22845,21
201534TM23725,9
201534TM23725,21
201534TM24495,21
201534TM24495,8
201534TM25265,98
201534TM25265,9
201534TM27755,9
201534TM27755,9
201534TM28235,21
201534TM28235,9
201534TM28325,21
201534TM28325,9
201534TM28485,9
201534TM28485,9
201534TM28555,21
201534TM28555,21
201534TM28555,21
201534TM28555,9
201534TM28555,21
201534TM30765,19
201534TM30765,21
201534TM31525,21
201534TM31525,9
201534TM32325,9
201534TM32325,9
201534TM32395,9
201534TM32395,9
201534TM32395,9
201534TM33075,21
201534TM33075,21
201534TM33085,9
201534TM33085,21
201534TM33095,21
201534TM33095,9
201534TM33175,19
201534TM33175,21
201534TM33175,21
201534TM33185,19
201534TM33185,9
201534TM33185,9
201534TM33195,9
201534TM33195,21
201534TN80045,20
201534TN80045,3
201534TN80165,19
201534TN80165,21
201534TN80275,21
201534TS31505,9
201534TS80015,9
201534TS80065,9
201534TS80075,9
201534TS80075,9
201534TS80095,5
201534TS80095,5
201534TS80135,21
201534TS80135,1
201534TS80185,9
201534TS80195,9
201534TW80035,9
201534TW80035,1
201534TW80115,9
201534TW80115,9
201534TW80115,9
201534TW80235,9
201534TW80285,9
201534TW80285,5
201534TW80295,5
201534WD00135,9
201534WD00135,9
201534WD00215,9
201534WD00215,9
201534WD00225,9
201534WD00255,19
201534WD00375,9
201534WD00465,9
201534WD00475,9
201534WD00475,9
201534WD00485,9
201534WD00835,9
201534WD00835,9
201534WD01145,20
201534WD01145,9
201534WD01845,20
201534WD01845,20
201534WD01845,9
201534WD01845,9
201534WD01845,9
201534WD01845,9
201534WD01955,9
201534WD01955,9
201534WD01955,9
201534WD02225,19
201534WD03075,9
201534WD03075,9
201534WD03195,9
201534WD03195,9
201534WD03195,19
201534WD03265,9
201534WD03455,20
201534WD03455,9
201534WD03725,3
201534WD03725,9
201534WD04025,9
201534WD04025,9
201534WD04115,9
201534WD04115,3
201534WD04205,9
201534WD04205,5
201534WD04275,9
201534WD04765,19
201534WD04765,9
201534WD04775,9
201534WD04775,9
201534WD04775,9
201534WD04855,9
201534WD04855,9
201534WD04855,9
201534WD05225,9
201534WD05495,9
201534WD05495,9
201534WD05505,11
201534WD05505,9
201534WD05675,9
201534WD06005,9
201534WD06615,19
201534WD06615,21
201534WD06705,9
201534WD06705,9
201534WD06985,9
201534WD06985,9
201534WD07655,9
201534WD07655,1
201534WD07975,9
201534WD07975,9
201534WD08815,9
201534WD08815,5
201534WD08855,21
201534WD08855,9
201534WD08945,9
201534WD08945,11
201534WD08965,9
201534WD08965,9
201534WD08975,9
201534WD08975,19
201534WD09235,19
201534WD09235,9
201534WD09565,9
201534WD09565,9
201534WD09565,9
201534WD09625,9
201534WD09625,9
201534WD10155,9
201534WD10155,9
201534WD10175,9
201534WD10295,9
201534WD10295,9
201534WD10375,19
201534WD10375,19
201534WD10775,9
201534WD10775,9
201534WD10795,19
201534WD10795,20
201534WD11265,9
201534WD11265,9
201534WD11265,9
201534WD11265,9
201534WD11295,9
201534WD11375,9
201534WD11905,3
201534WD12005,19
201534WD12005,1
201534WD12015,9
201534WD12015,5
201534WD12385,9
201534WD12385,3
201534WD12665,9
201534WD12665,9
201534WD12685,9
201534WD12695,9
201534WD12695,9
201534WD12875,9
201534WD12875,9
201534WD12875,9
201534WD12875,9
201534WD12875,9
201534WD12965,9
201534WD12965,9
201534WD13235,9
201534WD13245,9
201534WD13245,9
201534WD13255,3
201534WD13255,16
201534WD14445,21
201534WD14445,21
201534WD14445,20
201534WD14445,9
201534WD14445,19
201534WD14475,9
201534WD14995,9
201534WD14995,5
201534WD15015,9
201534WD15015,9
201534WD15485,2
201534WD15515,9
201534WD15515,9
201534WD15975,9
201534WD15975,9
201534WD16105,9
201534WD16105,9
201534WD16195,9
201534WD16195,9
201534WD16395,9
201534WD16395,9
201534WD16495,9
201534WD16495,1
201534WD16515,9
201534WD17255,21
201534WD17255,9
201534WD17405,9
201534WD17445,9
201534WD17445,19
201534WD17445,19
201534WD17445,9
201534WD17445,9
201534WD17505,11
201534WD17505,9
201534WD17535,9
201534WD17535,9
201534WD17535,9
201534WD17805,9
201534WD17855,9
201534WD17855,9
201534WD18455,5
201534WD18495,9
201534WD18495,9
201534WD18625,5
201534WD18625,9
201534WD18685,9
201534WD18685,9
201534WD18815,21
201534WD18815,9
201534WD18935,9
201534WD18935,3
201534WD18945,9
201534WD19115,9
201534WD19115,9
201534WD19115,9
201534WD19225,9
201534WD19225,9
201534WD19305,9
201534WD19305,9
201534WD19895,9
201534WD19905,9
201534WD19915,9
201534WD19915,9
201534WD19915,9
201534WD19915,9
201534WD20935,9
201534WD20935,1
201534WD21155,19
201534WD21165,9
201534WD21805,9
201534WD22235,9
201534WD22235,5
201534WD22235,9
201534WD22545,9
201534WD22545,9
201534WD22585,9
201534WD22585,9
201534WD22825,9
201534WD22825,9
201534WD23065,9
201534WD23215,9
201534WD23225,9
201534WD23225,9
201534WD23405,9
201534WD23515,9
201534WD23515,9
201534WD23805,9
201534WD23805,9
201534WD23995,9
201534WD24005,9
201534WD24005,9
201534WD24625,9
201534WD24625,9
201534WD24625,21
201534WD24645,9
201534WD24665,19
201534WD24665,1
201534WD24705,21
201534WD24705,8
201534WD24765,9
201534WD24765,5
201534WD25165,9
201534WD25175,8
201534WD25175,9
201534WD26555,19
201534WD26555,9
201534WD26925,19
201534WD26925,5
201534WD27065,19
201534WD27065,1
201534WD27075,9
201534WD27075,5
201534WD28035,21
201534WD28035,21
201534WD28495,8
201534WD28545,3
201534WD28565,9
201534WD28565,9
201534WD28695,21
201534WD28775,17
201534WD28775,9
201534WD28925,9
201534WD28925,8
201534WD29215,9
201534WD29215,9
201534WD29225,2
201534WD29755,9
201534WD29785,9
201534WD29925,9
201534WD29925,8
201534WD30035,9
201534WD30035,9
201534WD30105,9
201534WD30105,5
201534WD30105,9
201534WD30145,9
201534WD30145,9
201534WD30255,9
201534WD30255,9
201534WD30305,9
201534WD30305,9
201534WD30305,9
201534WD30505,9
201534WD30505,9
201534WD30505,9
201534WD30515,9
201534WD30545,9
201534WD31305,9
201534WD31365,9
201534WD31365,9
201534WD31375,9
201534WD31375,9
201534WD31695,9
201534WD31705,9
201534WD31705,1
201534WD31865,21
201534WD32215,9
201534WD32285,9
201534WD33125,9
201534WD33125,9
201534WD33415,9
201534WD33425,9
201534WD33425,9
201534WD33575,5
201534WD33665,9
201534WD33665,1
201534WD34105,9
201534WD34105,5
201534WN00275,9
201534WN00275,1
201534WN00355,9
201534WN00355,3
201534WN00365,9
201534WN00445,19
201534WN00445,9
201534WN00655,9
201534WN00655,9
201534WN00665,9
201534WN00685,9
201534WN00685,9
201534WN00775,9
201534WN00785,19
201534WN00785,9
201534WN00805,9
201534WN00805,9
201534WN00895,9
201534WN00925,9
201534WN00925,3
201534WN01345,9
201534WN01345,9
201534WN01355,9
201534WN01355,9
201534WN01365,9
201534WN01365,9
201534WN01385,20
201534WN01385,9
201534WN01395,9
201534WN01395,9
201534WN01445,9
201534WN01445,9
201534WN01555,9
201534WN01555,9
201534WN01565,9
201534WN01565,9
201534WN01785,19
201534WN01785,1
201534WN01835,9
201534WN01835,9
201534WN01835,9
201534WN01995,9
201534WN01995,9
201534WN02105,9
201534WN02105,9
201534WN02195,9
201534WN02195,9
201534WN02255,9
201534WN02335,9
201534WN02335,9
201534WN02345,20
201534WN02345,9
201534WN02435,9
201534WN02445,9
201534WN02445,9
201534WN02545,9
201534WN02545,1
201534WN02705,9
201534WN02825,9
201534WN02915,9
201534WN02915,9
201534WN02925,4
201534WN02925,9
201534WN02935,9
201534WN02935,9
201534WN02975,8
201534WN02985,9
201534WN02985,9
201534WN02995,9
201534WN03225,9
201534WN03275,9
201534WN03275,19
201534WN03405,9
201534WN03405,9
201534WN03505,9
201534WN03505,9
201534WN03675,9
201534WN03695,9
201534WN03705,9
201534WN03705,9
201534WN03755,9
201534WN03755,11
201534WN03785,9
201534WN03785,1
201534WN03875,9
201534WN04135,9
201534WN04135,3
201534WN04135,9
201534WN04215,9
201534WN04215,20
201534WN04255,8
201534WN04335,9
201534WN04345,19
201534WN04345,9
201534WN04365,9
201534WN04395,9
201534WN04395,9
201534WN04395,9
201534WN04405,9
201534WN04405,9
201534WN04415,9
201534WN04415,9
201534WN04565,9
201534WN04565,9
201534WN04715,19
201534WN04715,9
201534WN04725,9
201534WN04725,1
201534WN04835,9
201534WN04835,9
201534WN04845,11
201534WN04845,9
201534WN04865,21
201534WN04865,9
201534WN04995,9
201534WN04995,9
201534WN05005,20
201534WN05005,9
201534WN05045,9
201534WN05045,9
201534WN05185,9
201534WN05185,3
201534WN05275,9
201534WN05275,9
201534WN05295,9
201534WN05295,2
201534WN05455,9
201534WN05455,9
201534WN05465,9
201534WN05465,9
201534WN05475,5
201534WN05485,9
201534WN05485,9
201534WN05485,9
201534WN05635,11
201534WN05635,9
201534WN05665,20
201534WN05665,9
201534WN05705,9
201534WN05705,9
201534WN05995,9
201534WN05995,9
201534WN05995,9
201534WN06025,9
201534WN06025,5
201534WN06255,5
201534WN06255,19
201534WN06425,9
201534WN06435,9
201534WN06435,1
201534WN06455,9
201534WN06455,3
201534WN06675,9
201534WN06695,9
201534WN06695,9
201534WN06795,9
201534WN06795,9
201534WN06855,9
201534WN06855,1
201534WN06865,9
201534WN06865,1
201534WN07005,19
201534WN07015,9
201534WN07015,1
201534WN07025,9
201534WN07035,9
201534WN07035,19
201534WN07295,9
201534WN07315,9
201534WN07315,19
201534WN07315,9
201534WN07325,9
201534WN07325,19
201534WN07375,9
201534WN07375,3
201534WN07385,9
201534WN07385,3
201534WN07385,3
201534WN07405,9
201534WN07415,9
201534WN07415,9
201534WN07425,8
201534WN07445,9
201534WN07495,9
201534WN07685,9
201534WN07685,1
201534WN07695,9
201534WN07695,9
201534WN07705,9
201534WN07705,9
201534WN07865,9
201534WN07865,9
201534WN07915,9
201534WN07915,1
201534WN07935,9
201534WN07935,5
201534WN07935,9
201534WN07945,9
201534WN07945,20
201534WN08065,9
201534WN08065,9
201534WN08085,9
201534WN08085,1
201534WN08135,9
201534WN08135,9
201534WN08325,9
201534WN08325,11
201534WN08425,9
201534WN08575,9
201534WN08575,9
201534WN08585,9
201534WN08585,9
201534WN08595,9
201534WN08595,9
201534WN08665,9
201534WN08665,9
201534WN08675,9
201534WN08675,9
201534WN08845,8
201534WN08865,19
201534WN08865,3
201534WN08865,9
201534WN08995,9
201534WN08995,9
201534WN09275,9
201534WN09275,3
201534WN09275,9
201534WN09325,9
201534WN09325,1
201534WN09345,9
201534WN09345,9
201534WN09345,19
201534WN09435,9
201534WN09455,9
201534WN09455,1
201534WN09465,9
201534WN09465,9
201534WN09555,9
201534WN09555,1
201534WN09645,3
201534WN09645,9
201534WN09665,9
201534WN09665,9
201534WN09785,9
201534WN09785,1
201534WN09895,9
201534WN09895,1
201534WN09945,9
201534WN09945,9
201534WN09955,9
201534WN09975,9
201534WN09975,19
201534WN09975,9
201534WN09975,9
201534WN10165,9
201534WN10245,9
201534WN10665,9
201534WN10675,11
201534WN10785,9
201534WN10785,1
201534WN11005,9
201534WN11035,19
201534WN11195,9
201534WN11195,1
201534WN11215,9
201534WN11215,9
201534WN11275,9
201534WN11275,9
201534WN11285,9
201534WN11355,9
201534WN11355,3
201534WN11365,9
201534WN11385,5
201534WN11385,9
201534WN11545,9
201534WN11545,9
201534WN11545,9
201534WN11545,9
201534WN11545,9
201534WN11545,9
201534WN11695,9
201534WN11695,9
201534WN11725,9
201534WN11725,9
201534WN11765,9
201534WN11765,9
201534WN11785,9
201534WN11785,11
201534WN11865,9
201534WN11865,1
201534WN11885,21
201534WN11885,9
201534WN11915,5
201534WN11925,9
201534WN12035,9
201534WN12035,9
201534WN12045,9
201534WN12045,9
201534WN12045,9
201534WN12045,9
201534WN12055,9
201534WN12055,1
201534WN12065,19
201534WN12065,9
201534WN12235,9
201534WN12395,9
201534WN12395,9
201534WN12675,9
201534WN12675,9
201534WN12725,9
201534WN12735,9
201534WN12745,9
201534WN12745,1
201534WN12985,21
201534WN12985,9
201534WN13185,9
201534WN13185,19
201534WN13215,8
201534WN13215,9
201534WN13415,9
201534WN13415,9
201534WN13425,9
201534WN13425,9
201534WN13445,9
201534WN13445,9
201534WN13455,10
201534WN13465,9
201534WN13465,5
201534WN13475,9
201534WN13475,9
201534WN13585,9
201534WN13715,9
201534WN13715,9
201534WN13975,9
201534WN14015,9
201534WN14015,3
201534WN14065,9
201534WN14065,9
201534WN14085,9
201534WN14085,4
201534WN14255,9
201534WN14255,9
201534WN14285,9
201534WN14375,9
201534WN14375,1
201534WN14455,9
201534WN14455,1
201534WN14485,9
201534WN14485,9
201534WN14545,9
201534WN14545,1
201534WN14555,9
201534WN14555,9
201534WN14565,9
201534WN14565,19
201534WN14575,20
201534WN14575,9
201534WN14585,9
201534WN14585,9
201534WN14825,9
201534WN14825,1
201534WN14835,5
201534WN14975,9
201534WN14975,9
201534WN14975,9
201534WN15005,9
201534WN15005,9
201534WN15155,9
201534WN15165,9
201534WN15245,3
201534WN15245,9
201534WN15265,9
201534WN15265,9
201534WN15285,9
201534WN15285,9
201534WN15285,9
201534WN15285,9
201534WN15525,3
201534WN15585,9
201534WN15615,9
201534WN15615,9
201534WN15745,9
201534WN15745,1
201534WN15825,9
201534WN15835,9
201534WN15835,1
201534WN15845,9
201534WN15845,1
201534WN15855,90
201534WN15855,9
201534WN15885,9
201534WN15885,9
201534WN15885,9
201534WN15955,19
201534WN15955,9
201534WN15995,9
201534WN15995,9
201534WN16005,9
201534WN16005,9
201534WN16095,8
201534WN16205,8
201534WN16335,9
201534WN16335,1
201534WN16355,19
201534WN16355,1
201534WN16415,9
201534WN16415,9
201534WN16485,9
201534WN16485,1
201534WN16535,9
201534WN16535,9
201534WN16565,9
201534WN16565,1
201534WN16575,9
201534WN16635,9
201534WN16645,9
201534WN16795,9
201534WN16795,9
201534WN16805,19
201534WN16805,9
201534WN16815,9
201534WN16835,11
201534WN16845,9
201534WN16845,90
201534WN16975,9
201534WN16975,9
201534WN16985,2
201534WN16985,9
201534WN16995,19
201534WN16995,9
201534WN17205,9
201534WN17205,1
201534WN17215,9
201534WN17245,19
201534WN17245,9
201534WN17425,21
201534WN17425,9
201534WN17515,8
201534WN17755,90
201534WN17755,9
201534WN17905,19
201534WN17905,9
201534WN17915,9
201534WN18035,9
201534WN18035,9
201534WN18465,5
201534WN18475,9
201534WN18475,9
201534WN18485,9
201534WN18505,9
201534WN18525,3
201534WN18525,9
201534WN18695,9
201534WN18915,3
201534WN18915,9
201534WN19005,9
201534WN19005,9
201534WN19015,9
201534WN19015,19
201534WN19015,19
201534WN19025,9
201534WN19025,21
201534WN19135,9
201534WN19135,9
201534WN19155,9
201534WN19155,9
201534WN19485,9
201534WN19615,9
201534WN19615,9
201534WN19705,9
201534WN19705,9
201534WN19705,19
201534WN19875,4
201534WN19875,9
201534WN19885,9
201534WN19925,9
201534WN19925,19
201534WN19945,9
201534WN19945,3
201534WN20085,9
201534WN20125,9
201534WN20125,1
201534WN20135,5
201534WN20135,9
201534WN20145,9
201534WN20145,9
201534WN20145,9
201534WN20155,11
201534WN20165,8
201534WN20245,1
201534WN20245,9
201534WN20255,1
201534WN20255,9
201534WN20425,9
201534WN20445,8
201534WN20455,9
201534WN20455,5
201534WN20465,9
201534WN20465,3
201534WN20485,9
201534WN20495,9
201534WN20495,1
201534WN20505,9
201534WN20505,1
201534WN20645,9
201534WN20775,9
201534WN20775,20
201534WN20895,9
201534WN20895,8
201534WN20915,9
201534WN20915,8
201534WN21175,9
201534WN21185,9
201534WN21185,9
201534WN21185,9
201534WN21195,9
201534WN21195,9
201534WN21195,9
201534WN21195,9
201534WN21265,9
201534WN21265,1
201534WN21275,9
201534WN21485,9
201534WN21485,3
201534WN21505,9
201534WN21505,9
201534WN21515,5
201534WN21535,9
201534WN21535,5
201534WN21605,9
201534WN21605,9
201534WN21925,9
201534WN21935,9
201534WN21935,9
201534WN21945,9
201534WN21945,1
201534WN22045,9
201534WN22045,9
201534WN22115,9
201534WN22115,9
201534WN22125,2
201534WN22125,9
201534WN22145,9
201534WN22145,9
201534WN22245,9
201534WN22365,9
201534WN22365,9
201534WN22375,19
201534WN22375,1
201534WN22405,9
201534WN22405,9
201534WN22465,1
201534WN22465,9
201534WN22885,9
201534WN22885,5
201534WN22985,21
201534WN22985,8
201534WN23365,3
201534WN23365,8
201534WN23385,19
201534WN23385,9
201534WN23485,9
201534WN23485,9
201534WN23495,9
201534WN23495,19
201534WN23505,11
201534WN23535,9
201534WN23535,9
201534WN23545,9
201534WN23545,1
201534WN23645,9
201534WN23645,9
201534WN23815,9
201534WN23815,9
201534WN23815,9
201534WN23915,9
201534WN23925,9
201534WN23925,9
201534WN23945,9
201534WN23945,9
201534WN23945,9
201534WN24145,11
201534WN24145,3
201534WN24225,9
201534WN24325,9
201534WN24325,9
201534WN24385,9
201534WN24385,9
201534WN24505,9
201534WN24505,1
201534WN24525,9
201534WN24525,90
201534WN24535,19
201534WN24535,1
201534WN24635,90
201534WN24635,9
201534WN24695,9
201534WN24695,1
201534WN24725,9
201534WN24725,9
201534WN24745,9
201534WN24745,2
201534WN25025,9
201534WN25185,9
201534WN25185,3
201534WN25195,9
201534WN25195,9
201534WN25285,9
201534WN25395,9
201534WN25395,9
201534WN25535,9
201534WN25535,9
201534WN25675,9
201534WN25675,19
201534WN25675,9
201534WN25675,9
201534WN25675,19
201534WN25675,9
201534WN25695,9
201534WN25695,9
201534WN25705,9
201534WN25705,5
201534WN25805,9
201534WN25805,9
201534WN25815,9
201534WN25815,1
201534WN25825,9
201534WN25825,9
201534WN25835,9
201534WN25835,9
201534WN26035,9
201534WN26035,9
201534WN26035,9
201534WN26065,9
201534WN26105,1
201534WN26105,9
201534WN26115,19
201534WN26115,9
201534WN26125,9
201534WN26125,9
201534WN26125,9
201534WN26135,3
201534WN26135,9
201534WN26135,9
201534WN26155,21
201534WN26155,9
201534WN26295,9
201534WN26315,9
201534WN26315,9
201534WN26315,9
201534WN26335,9
201534WN26375,9
201534WN26375,1
201534WN26445,9
201534WN26545,19
201534WN26765,9
201534WN26765,9
201534WN26795,9
201534WN26805,9
201534WN26805,3
201534WN26965,19
201534WN26965,9
201534WN27045,9
201534WN27045,9
201534WN27045,19
201534WN27045,9
201534WN27055,9
201534WN27055,9
201534WN27055,21
201534WN27135,9
201534WN27135,19
201534WN27135,1
201534WN27145,9
201534WN27155,9
201534WN27155,9
201534WN27325,9
201534WN27325,9
201534WN27335,9
201534WN27335,5
201534WN27355,9
201534WN27355,9
201534WN27475,8
201534WN27645,9
201534WN27645,5
201534WN27985,9
201534WN27985,9
201534WN28015,9
201534WN28015,19
201534WN28015,9
201534WN28055,9
201534WN28055,5
201534WN28215,9
201534WN28245,9
201534WN28255,9
201534WN28255,4
201534WN28535,9
201534WN28535,9
201534WN28535,9
201534WN28595,9
201534WN28685,9
201534WN28685,9
201534WN28685,9
201534WN28715,9
201534WN28785,19
201534WN28945,9
201534WN28945,9
201534WN29155,9
201534WN29155,3
201534WN29175,9
201534WN29195,9
201534WN29195,9
201534WN29235,9
201534WN29235,9
201534WN29245,9
201534WN29505,11
201534WN29515,9
201534WN29515,5
201534WN29545,9
201534WN29545,1
201534WN29735,9
201534WN29735,9
201534WN29745,9
201534WN29745,9
201534WN29765,9
201534WN29765,9
201534WN29885,11
201534WN29885,1
201534WN29985,9
201534WN29985,3
201534WN30095,3
201534WN30095,9
201534WN30285,9
201534WN30325,19
201534WN30335,9
201534WN30335,9
201534WN30345,9
201534WN30435,9
201534WN30485,9
201534WN30485,9
201534WN30495,9
201534WN30555,9
201534WN30555,9
201534WN30755,9
201534WN30755,9
201534WN30775,9
201534WN30775,1
201534WN30915,9
201534WN30945,9
201534WN31025,19
201534WN31025,19
201534WN31025,9
201534WN31055,9
201534WN31075,9
201534WN31075,1
201534WN31095,9
201534WN31095,1
201534WN31105,9
201534WN31105,9
201534WN31285,9
201534WN31285,1
201534WN31295,9
201534WN31295,9
201534WN31355,9
201534WN31385,8
201534WN31625,11
201534WN31635,9
201534WN31685,3
201534WN31685,9
201534WN31775,90
201534WN31775,9
201534WN31885,9
201534WN31885,9
201534WN31885,9
201534WN31905,2
201534WN31905,19
201534WN31925,8
201534WN31925,9
201534WN32095,9
201534WN32095,9
201534WN32115,9
201534WN32165,9
201534WN32165,9
201534WN32185,9
201534WN32185,9
201534WN32185,21
201534WN32225,9
201534WN32225,9
201534WN32295,19
201534WN32295,9
201534WN32315,9
201534WN32335,9
201534WN32335,9
201534WN32405,9
201534WN32405,8
201534WN32435,9
201534WN32435,9
201534WN32435,9
201534WN32435,9
201534WN32455,9
201534WN32455,9
201534WN32525,9
201534WN32565,11
201534WN32785,3
201534WN32785,9
201534WN32825,19
201534WN32835,9
201534WN32855,9
201534WN32855,21
201534WN32985,9
201534WN32985,5
201534WN33005,9
201534WN33005,9
201534WN33145,9
201534WN33145,9
201534WN33155,9
201534WN33155,1
201534WN33165,9
201534WN33165,9
201534WN33335,3
201534WN33365,9
201534WN33365,1
201534WN33455,9
201534WN33455,9
201534WN33825,9
201534WN34035,9
201534WN34035,9
201534WN34085,8
201534WN34175,90
201534WS00205,9
201534WS00205,21
201534WS00455,9
201534WS00455,9
201534WS00625,9
201534WS00625,20
201534WS00625,9
201534WS00675,3
201534WS00675,9
201534WS00675,9
201534WS00675,19
201534WS00695,9
201534WS00695,9
201534WS00945,20
201534WS00945,9
201534WS01265,9
201534WS01275,9
201534WS01505,2
201534WS01505,9
201534WS01525,9
201534WS01525,9
201534WS01525,9
201534WS01855,9
201534WS01935,9
201534WS01935,9
201534WS02095,9
201534WS02095,9
201534WS02235,9
201534WS02235,11
201534WS02245,1
201534WS02245,9
201534WS02425,19
201534WS02425,19
201534WS02425,19
201534WS02555,9
201534WS02555,9
201534WS02565,9
201534WS02565,9
201534WS02945,9
201534WS02945,9
201534WS02945,9
201534WS02945,9
201534WS02965,3
201534WS02965,9
201534WS03415,9
201534WS03575,9
201534WS03575,4
201534WS03735,9
201534WS03735,9
201534WS03745,9
201534WS03745,9
201534WS04035,9
201534WS04045,9
201534WS04045,21
201534WS04555,9
201534WS04555,19
201534WS05285,5
201534WS05285,21
201534WS05715,9
201534WS05715,20
201534WS05715,9
201534WS05715,9
201534WS05885,9
201534WS05885,19
201534WS06265,9
201534WS06265,9
201534WS06475,20
201534WS06475,20
201534WS06805,9
201534WS06805,9
201534WS07045,9
201534WS07215,9
201534WS07215,9
201534WS07215,4
201534WS07225,9
201534WS07225,9
201534WS07235,9
201534WS07235,9
201534WS07485,9
201534WS07485,9
201534WS07485,9
201534WS08115,9
201534WS08125,21
201534WS08125,9
201534WS08265,9
201534WS08395,5
201534WS08405,9
201534WS08925,9
201534WS08925,9
201534WS09425,9
201534WS09425,9
201534WS09655,9
201534WS09655,5
201534WS10225,9
201534WS10225,9
201534WS10265,9
201534WS10265,9
201534WS10275,19
201534WS10985,9
201534WS10985,9
201534WS10995,9
201534WS10995,9
201534WS11015,9
201534WS11015,9
201534WS11325,9
201534WS11715,9
201534WS11715,5
201534WS11875,5
201534WS11875,9
201534WS11895,9
201534WS11895,9
201534WS12865,9
201534WS12885,3
201534WS12885,9
201534WS12895,9
201534WS12895,9
201534WS12895,19
201534WS13075,9
201534WS13075,1
201534WS13205,9
201534WS13205,9
201534WS13965,9
